,country,Country_key,year,sex,age,population,suicides/100k pop,gdp_per_capita ($),generation,Happiness_Score
1652,Australia, AUS,2003,female,5-14 years,1323202,0.53,25059,Millenials,7.28399991989136
1653,Australia, AUS,2003,male,5-14 years,1393719,0.5,25059,Millenials,7.28399991989136
1654,Australia, AUS,2004,male,25-34 years,1441319,26.78,32454,Generation X,7.28399991989136
1655,Australia, AUS,2004,male,75+ years,489016,25.77,32454,Silent,7.28399991989136
1656,Australia, AUS,2004,male,35-54 years,2868425,22.83,32454,Boomers,7.28399991989136
1657,Australia, AUS,2004,male,55-74 years,1721736,17.02,32454,Silent,7.28399991989136
1658,Australia, AUS,2004,male,15-24 years,1420482,14.43,32454,Millenials,7.28399991989136
1659,Australia, AUS,2004,female,35-54 years,2902618,6.3,32454,Boomers,7.28399991989136
1660,Australia, AUS,2004,female,25-34 years,1446557,5.67,32454,Generation X,7.28399991989136
1661,Australia, AUS,2004,female,75+ years,726532,5.51,32454,Silent,7.28399991989136
1662,Australia, AUS,2004,female,15-24 years,1364452,4.91,32454,Millenials,7.28399991989136
1663,Australia, AUS,2004,female,55-74 years,1741477,3.96,32454,Silent,7.28399991989136
1664,Australia, AUS,2004,male,5-14 years,1402222,0.5,32454,Millenials,7.28399991989136
1665,Australia, AUS,2004,female,5-14 years,1329715,0.08,32454,Millenials,7.28399991989136
1666,Australia, AUS,2006,male,35-54 years,2894571,23.7,39014,Boomers,7.28399991989136
1667,Australia, AUS,2006,male,75+ years,506926,22.49,39014,Silent,7.28399991989136
1668,Australia, AUS,2006,male,25-34 years,1442942,19.2,39014,Generation X,7.28399991989136
1669,Australia, AUS,2006,male,55-74 years,1772439,17.43,39014,Silent,7.28399991989136
1670,Australia, AUS,2006,male,15-24 years,1446866,15.9,39014,Millenials,7.28399991989136
1671,Australia, AUS,2006,female,35-54 years,2934459,6.65,39014,Boomers,7.28399991989136
1672,Australia, AUS,2006,female,55-74 years,1798232,6.4,39014,Silent,7.28399991989136
1673,Australia, AUS,2006,female,75+ years,743060,5.52,39014,Silent,7.28399991989136
1674,Australia, AUS,2006,female,25-34 years,1444570,5.12,39014,Generation X,7.28399991989136
1675,Australia, AUS,2006,female,15-24 years,1388615,4.9,39014,Millenials,7.28399991989136
1676,Australia, AUS,2006,male,5-14 years,1404186,0.5,39014,Millenials,7.28399991989136
1677,Australia, AUS,2006,female,5-14 years,1332380,0.08,39014,Millenials,7.28399991989136
1678,Australia, AUS,2007,male,25-34 years,1470431,23.19,43171,Generation X,7.28399991989136
1679,Australia, AUS,2007,male,35-54 years,2977977,23.07,43171,Boomers,7.28399991989136
1680,Australia, AUS,2007,male,75+ years,539184,23.0,43171,Silent,7.28399991989136
1681,Australia, AUS,2007,male,55-74 years,1877160,16.25,43171,Silent,7.28399991989136
1682,Australia, AUS,2007,male,15-24 years,1515524,15.44,43171,Millenials,7.28399991989136
1683,Australia, AUS,2007,female,35-54 years,3025248,7.24,43171,Boomers,7.28399991989136
1684,Australia, AUS,2007,female,55-74 years,1911478,6.17,43171,Silent,7.28399991989136
1685,Australia, AUS,2007,female,25-34 years,1460752,6.16,43171,Generation X,7.28399991989136
1686,Australia, AUS,2007,female,15-24 years,1440419,4.58,43171,Millenials,7.28399991989136
1687,Australia, AUS,2007,female,75+ years,770691,4.28,43171,Silent,7.28399991989136
1688,Australia, AUS,2007,male,5-14 years,1408182,0.57,43171,Generation Z,7.28399991989136
1689,Australia, AUS,2007,female,5-14 years,1337384,0.3,43171,Generation Z,7.28399991989136
1690,Australia, AUS,2008,male,35-54 years,3015761,25.37,52315,Boomers,7.28399991989136
1691,Australia, AUS,2008,male,25-34 years,1512033,23.41,52315,Generation X,7.28399991989136
1692,Australia, AUS,2008,male,75+ years,552931,21.88,52315,Silent,7.28399991989136
1693,Australia, AUS,2008,male,55-74 years,1935161,18.45,52315,Silent,7.28399991989136
1694,Australia, AUS,2008,male,15-24 years,1560974,14.61,52315,Millenials,7.28399991989136
1695,Australia, AUS,2008,female,35-54 years,3066609,7.53,52315,Boomers,7.28399991989136
1696,Australia, AUS,2008,female,25-34 years,1494968,6.02,52315,Generation X,7.28399991989136
1697,Australia, AUS,2008,female,55-74 years,1974752,4.91,52315,Silent,7.28399991989136
1698,Australia, AUS,2008,female,15-24 years,1473105,4.07,52315,Millenials,7.28399991989136
1699,Australia, AUS,2008,female,75+ years,781742,3.45,52315,Silent,7.28399991989136
1700,Australia, AUS,2008,male,5-14 years,1411650,0.57,52315,Generation Z,7.28399991989136
1701,Australia, AUS,2008,female,5-14 years,1340626,0.22,52315,Generation Z,7.28399991989136
1702,Australia, AUS,2009,male,35-54 years,3051649,24.74,45128,Boomers,7.28399991989136
1703,Australia, AUS,2009,male,75+ years,566784,23.82,45128,Silent,7.28399991989136
1704,Australia, AUS,2009,male,25-34 years,1567118,21.44,45128,Generation X,7.28399991989136
1705,Australia, AUS,2009,male,55-74 years,1991883,17.52,45128,Silent,7.28399991989136
1706,Australia, AUS,2009,male,15-24 years,1605456,13.08,45128,Millenials,7.28399991989136
1707,Australia, AUS,2009,female,35-54 years,3104929,7.12,45128,Boomers,7.28399991989136
1708,Australia, AUS,2009,female,25-34 years,1541393,6.68,45128,Generation X,7.28399991989136
1709,Australia, AUS,2009,female,55-74 years,2037989,5.69,45128,Silent,7.28399991989136
1710,Australia, AUS,2009,female,75+ years,792218,5.43,45128,Silent,7.28399991989136
1711,Australia, AUS,2009,female,15-24 years,1506719,4.38,45128,Millenials,7.28399991989136
1712,Australia, AUS,2009,female,5-14 years,1345910,0.22,45128,Generation Z,7.28399991989136
1713,Australia, AUS,2009,male,5-14 years,1417269,0.0,45128,Generation Z,7.28399991989136
1714,Australia, AUS,2010,male,35-54 years,3076853,26.52,54887,Generation X,7.28399991989136
1715,Australia, AUS,2010,male,75+ years,582009,25.94,54887,Silent,7.28399991989136
1716,Australia, AUS,2010,male,25-34 years,1606526,19.36,54887,Generation X,7.28399991989136
1717,Australia, AUS,2010,male,55-74 years,2051197,17.55,54887,Silent,7.28399991989136
1718,Australia, AUS,2010,male,15-24 years,1618860,13.71,54887,Millenials,7.28399991989136
1719,Australia, AUS,2010,female,35-54 years,3132534,7.28,54887,Generation X,7.28399991989136
1720,Australia, AUS,2010,female,25-34 years,1579905,5.95,54887,Generation X,7.28399991989136
1721,Australia, AUS,2010,female,75+ years,805401,5.34,54887,Silent,7.28399991989136
1722,Australia, AUS,2010,female,15-24 years,1521652,5.26,54887,Millenials,7.28399991989136
1723,Australia, AUS,2010,female,55-74 years,2103428,4.94,54887,Silent,7.28399991989136
1724,Australia, AUS,2010,male,5-14 years,1420846,0.49,54887,Generation Z,7.28399991989136
1725,Australia, AUS,2010,female,5-14 years,1348336,0.3,54887,Generation Z,7.28399991989136
1726,Australia, AUS,2011,male,75+ years,588053,24.83,66770,Silent,7.28399991989136
1727,Australia, AUS,2011,male,35-54 years,3072726,22.91,66770,Generation X,7.28399991989136
1728,Australia, AUS,2011,male,25-34 years,1610295,21.55,66770,Millenials,7.28399991989136
1729,Australia, AUS,2011,male,55-74 years,2104816,17.39,66770,Boomers,7.28399991989136
1730,Australia, AUS,2011,male,15-24 years,1570069,15.41,66770,Millenials,7.28399991989136
1731,Australia, AUS,2011,female,35-54 years,3124328,7.36,66770,Generation X,7.28399991989136
1732,Australia, AUS,2011,female,15-24 years,1495053,6.22,66770,Millenials,7.28399991989136
1733,Australia, AUS,2011,female,55-74 years,2139108,5.52,66770,Boomers,7.28399991989136
1734,Australia, AUS,2011,female,75+ years,817927,5.5,66770,Silent,7.28399991989136
1735,Australia, AUS,2011,female,25-34 years,1584036,5.37,66770,Millenials,7.28399991989136
1736,Australia, AUS,2011,female,5-14 years,1351751,0.67,66770,Generation Z,7.28399991989136
1737,Australia, AUS,2011,male,5-14 years,1423748,0.49,66770,Generation Z,7.28399991989136
1738,Australia, AUS,2012,male,75+ years,606842,26.04,72669,Silent,7.28399991989136
1739,Australia, AUS,2012,male,35-54 years,3098534,25.88,72669,Generation X,7.28399991989136
1740,Australia, AUS,2012,male,25-34 years,1657638,21.17,72669,Millenials,7.28399991989136
1741,Australia, AUS,2012,male,55-74 years,2162980,18.31,72669,Boomers,7.28399991989136
1742,Australia, AUS,2012,male,15-24 years,1579672,13.74,72669,Millenials,7.28399991989136
1743,Australia, AUS,2012,female,35-54 years,3149749,8.19,72669,Generation X,7.28399991989136
1744,Australia, AUS,2012,female,15-24 years,1503934,7.25,72669,Millenials,7.28399991989136
1745,Australia, AUS,2012,female,75+ years,832122,6.25,72669,Silent,7.28399991989136
1746,Australia, AUS,2012,female,25-34 years,1630077,6.01,72669,Millenials,7.28399991989136
1747,Australia, AUS,2012,female,55-74 years,2206179,5.58,72669,Boomers,7.28399991989136
1748,Australia, AUS,2012,female,5-14 years,1368580,0.73,72669,Generation Z,7.28399991989136
1749,Australia, AUS,2012,male,5-14 years,1442602,0.42,72669,Generation Z,7.28399991989136
1750,Australia, AUS,2013,male,75+ years,627275,25.51,72856,Silent,7.28399991989136
1751,Australia, AUS,2013,male,35-54 years,3118829,24.18,72856,Generation X,7.28399991989136
1752,Australia, AUS,2013,male,25-34 years,1702401,19.33,72856,Millenials,7.28399991989136
1753,Australia, AUS,2013,male,55-74 years,2221866,18.81,72856,Boomers,7.28399991989136
1754,Australia, AUS,2013,male,15-24 years,1591539,16.78,72856,Millenials,7.28399991989136
1755,Australia, AUS,2013,female,35-54 years,3171477,8.67,72856,Generation X,7.28399991989136
1756,Australia, AUS,2013,female,55-74 years,2276104,6.37,72856,Boomers,7.28399991989136
1757,Australia, AUS,2013,female,15-24 years,1512779,6.28,72856,Millenials,7.28399991989136
1758,Australia, AUS,2013,female,25-34 years,1676648,5.67,72856,Millenials,7.28399991989136
1759,Australia, AUS,2013,female,75+ years,847577,5.66,72856,Silent,7.28399991989136
1760,Australia, AUS,2013,male,5-14 years,1464302,1.09,72856,Generation Z,7.28399991989136
1761,Australia, AUS,2013,female,5-14 years,1389383,0.43,72856,Generation Z,7.28399991989136
1762,Australia, AUS,2014,male,35-54 years,3130341,27.66,66809,Generation X,7.28399991989136
1763,Australia, AUS,2014,male,75+ years,649925,25.23,66809,Silent,7.28399991989136
1764,Australia, AUS,2014,male,25-34 years,1730968,23.34,66809,Millenials,7.28399991989136
1765,Australia, AUS,2014,male,55-74 years,2279114,20.67,66809,Boomers,7.28399991989136
1766,Australia, AUS,2014,male,15-24 years,1604935,16.89,66809,Millenials,7.28399991989136
1767,Australia, AUS,2014,female,35-54 years,3189475,8.68,66809,Generation X,7.28399991989136
1768,Australia, AUS,2014,female,25-34 years,1716803,6.93,66809,Millenials,7.28399991989136
1769,Australia, AUS,2014,female,55-74 years,2344644,6.7,66809,Boomers,7.28399991989136
1770,Australia, AUS,2014,female,15-24 years,1520955,6.31,66809,Millenials,7.28399991989136
1771,Australia, AUS,2014,female,75+ years,865915,5.2,66809,Silent,7.28399991989136
1772,Australia, AUS,2014,female,5-14 years,1408758,1.06,66809,Generation Z,7.28399991989136
1773,Australia, AUS,2014,male,5-14 years,1485754,0.4,66809,Generation Z,7.28399991989136
1774,Australia, AUS,2015,male,35-54 years,3149299,29.97,60656,Generation X,7.28399991989136
1775,Australia, AUS,2015,male,75+ years,673787,26.86,60656,Silent,7.28399991989136
1776,Australia, AUS,2015,male,25-34 years,1762265,24.0,60656,Millenials,7.28399991989136
1777,Australia, AUS,2015,male,55-74 years,2337430,19.55,60656,Boomers,7.28399991989136
1778,Australia, AUS,2015,male,15-24 years,1608990,17.46,60656,Millenials,7.28399991989136
1779,Australia, AUS,2015,female,35-54 years,3203643,9.18,60656,Generation X,7.28399991989136
1780,Australia, AUS,2015,female,15-24 years,1526305,7.21,60656,Millenials,7.28399991989136
1781,Australia, AUS,2015,female,25-34 years,1747715,6.81,60656,Millenials,7.28399991989136
1782,Australia, AUS,2015,female,55-74 years,2411343,6.3,60656,Boomers,7.28399991989136
1783,Australia, AUS,2015,female,75+ years,884347,5.88,60656,Silent,7.28399991989136
1784,Australia, AUS,2015,female,5-14 years,1428159,0.56,60656,Generation Z,7.28399991989136
1785,Australia, AUS,2015,male,5-14 years,1507502,0.4,60656,Generation Z,7.28399991989136
1786,Austria, AUT,1985,male,75+ years,156535,97.1,9759,G.I. Generation,7.00600004196167
1787,Austria, AUT,1985,male,55-74 years,584253,60.76,9759,G.I. Generation,7.00600004196167
1788,Austria, AUT,1985,male,35-54 years,940526,54.76,9759,Silent,7.00600004196167
1789,Austria, AUT,1985,male,25-34 years,548783,42.28,9759,Boomers,7.00600004196167
1790,Austria, AUT,1985,female,75+ years,339223,32.43,9759,G.I. Generation,7.00600004196167
1791,Austria, AUT,1985,male,15-24 years,653728,31.66,9759,Generation X,7.00600004196167
1792,Austria, AUT,1985,female,55-74 years,842978,26.1,9759,G.I. Generation,7.00600004196167
1793,Austria, AUT,1985,female,35-54 years,936799,19.85,9759,Silent,7.00600004196167
1794,Austria, AUT,1985,female,25-34 years,544765,10.28,9759,Boomers,7.00600004196167
1795,Austria, AUT,1985,female,15-24 years,633592,7.89,9759,Generation X,7.00600004196167
1796,Austria, AUT,1985,male,5-14 years,475074,1.26,9759,Generation X,7.00600004196167
1797,Austria, AUT,1985,female,5-14 years,453859,0.44,9759,Generation X,7.00600004196167
1798,Austria, AUT,1986,male,75+ years,158694,109.01,13911,G.I. Generation,7.00600004196167
1799,Austria, AUT,1986,male,55-74 years,588309,60.34,13911,G.I. Generation,7.00600004196167
1800,Austria, AUT,1986,male,35-54 years,944245,53.69,13911,Silent,7.00600004196167
1801,Austria, AUT,1986,male,25-34 years,564104,48.22,13911,Boomers,7.00600004196167
1802,Austria, AUT,1986,female,75+ years,345431,31.84,13911,G.I. Generation,7.00600004196167
1803,Austria, AUT,1986,male,15-24 years,645787,30.82,13911,Generation X,7.00600004196167
1804,Austria, AUT,1986,female,55-74 years,835145,23.35,13911,G.I. Generation,7.00600004196167
1805,Austria, AUT,1986,female,35-54 years,941348,19.33,13911,Silent,7.00600004196167
1806,Austria, AUT,1986,female,25-34 years,558561,14.32,13911,Boomers,7.00600004196167
1807,Austria, AUT,1986,female,15-24 years,625356,9.59,13911,Generation X,7.00600004196167
1808,Austria, AUT,1986,male,5-14 years,466847,1.07,13911,Generation X,7.00600004196167
1809,Austria, AUT,1986,female,5-14 years,445322,0.22,13911,Generation X,7.00600004196167
1810,Austria, AUT,1987,male,75+ years,161591,128.72,17415,G.I. Generation,7.00600004196167
1811,Austria, AUT,1987,male,55-74 years,591322,56.15,17415,G.I. Generation,7.00600004196167
1812,Austria, AUT,1987,male,35-54 years,949485,49.61,17415,Silent,7.00600004196167
1813,Austria, AUT,1987,male,25-34 years,581153,42.5,17415,Boomers,7.00600004196167
1814,Austria, AUT,1987,female,75+ years,352121,35.78,17415,G.I. Generation,7.00600004196167
1815,Austria, AUT,1987,male,15-24 years,632704,29.24,17415,Generation X,7.00600004196167
1816,Austria, AUT,1987,female,55-74 years,826662,27.82,17415,G.I. Generation,7.00600004196167
1817,Austria, AUT,1987,female,35-54 years,947458,16.36,17415,Silent,7.00600004196167
1818,Austria, AUT,1987,female,25-34 years,573764,10.81,17415,Boomers,7.00600004196167
1819,Austria, AUT,1987,female,15-24 years,611922,8.01,17415,Generation X,7.00600004196167
1820,Austria, AUT,1987,female,5-14 years,440140,0.45,17415,Generation X,7.00600004196167
1821,Austria, AUT,1987,male,5-14 years,461684,0.43,17415,Generation X,7.00600004196167
1822,Austria, AUT,1988,male,75+ years,164555,111.21,18663,G.I. Generation,7.00600004196167
1823,Austria, AUT,1988,male,55-74 years,593425,52.07,18663,G.I. Generation,7.00600004196167
1824,Austria, AUT,1988,male,35-54 years,957006,45.04,18663,Silent,7.00600004196167
1825,Austria, AUT,1988,male,25-34 years,599279,38.21,18663,Boomers,7.00600004196167
1826,Austria, AUT,1988,female,75+ years,359018,30.08,18663,G.I. Generation,7.00600004196167
1827,Austria, AUT,1988,male,15-24 years,616255,27.26,18663,Generation X,7.00600004196167
1828,Austria, AUT,1988,female,55-74 years,817219,22.76,18663,G.I. Generation,7.00600004196167
1829,Austria, AUT,1988,female,35-54 years,955925,15.06,18663,Silent,7.00600004196167
1830,Austria, AUT,1988,female,25-34 years,589460,10.35,18663,Boomers,7.00600004196167
1831,Austria, AUT,1988,female,15-24 years,595218,4.7,18663,Generation X,7.00600004196167
1832,Austria, AUT,1988,female,5-14 years,437734,0.46,18663,Generation X,7.00600004196167
1833,Austria, AUT,1988,male,5-14 years,459316,0.44,18663,Generation X,7.00600004196167
1834,Austria, AUT,1989,male,75+ years,166370,99.78,18544,G.I. Generation,7.00600004196167
1835,Austria, AUT,1989,male,55-74 years,594776,60.19,18544,G.I. Generation,7.00600004196167
1836,Austria, AUT,1989,male,35-54 years,968546,41.51,18544,Silent,7.00600004196167
1837,Austria, AUT,1989,female,75+ years,364652,36.75,18544,G.I. Generation,7.00600004196167
1838,Austria, AUT,1989,male,25-34 years,621738,35.06,18544,Boomers,7.00600004196167
1839,Austria, AUT,1989,male,15-24 years,601397,27.1,18544,Generation X,7.00600004196167
1840,Austria, AUT,1989,female,55-74 years,807459,22.54,18544,G.I. Generation,7.00600004196167
1841,Austria, AUT,1989,female,35-54 years,967898,16.12,18544,Silent,7.00600004196167
1842,Austria, AUT,1989,female,25-34 years,607791,10.69,18544,Boomers,7.00600004196167
1843,Austria, AUT,1989,female,15-24 years,580616,8.27,18544,Generation X,7.00600004196167
1844,Austria, AUT,1989,male,5-14 years,459307,1.31,18544,Generation X,7.00600004196167
1845,Austria, AUT,1989,female,5-14 years,437116,0.0,18544,Generation X,7.00600004196167
1846,Austria, AUT,1990,male,75+ years,165206,112.59,23020,G.I. Generation,7.00600004196167
1847,Austria, AUT,1990,male,55-74 years,598225,53.49,23020,G.I. Generation,7.00600004196167
1848,Austria, AUT,1990,male,35-54 years,985787,42.4,23020,Silent,7.00600004196167
1849,Austria, AUT,1990,female,75+ years,365227,36.14,23020,G.I. Generation,7.00600004196167
1850,Austria, AUT,1990,male,25-34 years,646830,32.31,23020,Boomers,7.00600004196167
1851,Austria, AUT,1990,male,15-24 years,589106,25.46,23020,Generation X,7.00600004196167
1852,Austria, AUT,1990,female,55-74 years,802079,21.57,23020,G.I. Generation,7.00600004196167
1853,Austria, AUT,1990,female,35-54 years,984274,15.24,23020,Silent,7.00600004196167
1854,Austria, AUT,1990,female,25-34 years,626994,8.45,23020,Boomers,7.00600004196167
1855,Austria, AUT,1990,female,15-24 years,568627,5.45,23020,Generation X,7.00600004196167
1856,Austria, AUT,1990,female,5-14 years,437872,0.46,23020,Generation X,7.00600004196167
1857,Austria, AUT,1990,male,5-14 years,461126,0.22,23020,Generation X,7.00600004196167
1858,Austria, AUT,1991,male,75+ years,160210,130.45,23808,G.I. Generation,7.00600004196167
1859,Austria, AUT,1991,male,55-74 years,605807,55.46,23808,Silent,7.00600004196167
1860,Austria, AUT,1991,male,35-54 years,1008702,39.85,23808,Boomers,7.00600004196167
1861,Austria, AUT,1991,male,25-34 years,670763,29.37,23808,Boomers,7.00600004196167
1862,Austria, AUT,1991,female,75+ years,358612,27.33,23808,G.I. Generation,7.00600004196167
1863,Austria, AUT,1991,male,15-24 years,576378,26.55,23808,Generation X,7.00600004196167
1864,Austria, AUT,1991,female,55-74 years,804082,17.91,23808,Silent,7.00600004196167
1865,Austria, AUT,1991,female,35-54 years,1006052,14.41,23808,Boomers,7.00600004196167
1866,Austria, AUT,1991,female,25-34 years,644696,7.6,23808,Boomers,7.00600004196167
1867,Austria, AUT,1991,female,15-24 years,556831,6.11,23808,Generation X,7.00600004196167
1868,Austria, AUT,1991,male,5-14 years,465821,0.43,23808,Millenials,7.00600004196167
1869,Austria, AUT,1991,female,5-14 years,441774,0.0,23808,Millenials,7.00600004196167
1870,Austria, AUT,1992,male,75+ years,153805,116.38,26450,G.I. Generation,7.00600004196167
1871,Austria, AUT,1992,male,55-74 years,615819,56.35,26450,Silent,7.00600004196167
1872,Austria, AUT,1992,male,35-54 years,1034871,39.14,26450,Boomers,7.00600004196167
1873,Austria, AUT,1992,male,25-34 years,691098,29.52,26450,Boomers,7.00600004196167
1874,Austria, AUT,1992,female,75+ years,348912,28.09,26450,G.I. Generation,7.00600004196167
1875,Austria, AUT,1992,male,15-24 years,562276,25.25,26450,Generation X,7.00600004196167
1876,Austria, AUT,1992,female,55-74 years,809987,16.3,26450,Silent,7.00600004196167
1877,Austria, AUT,1992,female,35-54 years,1031440,15.8,26450,Boomers,7.00600004196167
1878,Austria, AUT,1992,female,25-34 years,660870,7.57,26450,Boomers,7.00600004196167
1879,Austria, AUT,1992,female,15-24 years,544520,6.06,26450,Generation X,7.00600004196167
1880,Austria, AUT,1992,male,5-14 years,472966,1.06,26450,Millenials,7.00600004196167
1881,Austria, AUT,1992,female,5-14 years,448804,0.22,26450,Millenials,7.00600004196167
1882,Austria, AUT,1993,male,75+ years,147907,135.22,25611,G.I. Generation,7.00600004196167
1883,Austria, AUT,1993,male,55-74 years,627612,50.03,25611,Silent,7.00600004196167
1884,Austria, AUT,1993,male,35-54 years,1059028,35.6,25611,Boomers,7.00600004196167
1885,Austria, AUT,1993,male,25-34 years,706145,32.29,25611,Boomers,7.00600004196167
1886,Austria, AUT,1993,female,75+ years,339249,25.94,25611,G.I. Generation,7.00600004196167
1887,Austria, AUT,1993,male,15-24 years,544899,21.84,25611,Generation X,7.00600004196167
1888,Austria, AUT,1993,female,55-74 years,817689,17.0,25611,Silent,7.00600004196167
1889,Austria, AUT,1993,female,35-54 years,1054036,13.28,25611,Boomers,7.00600004196167
1890,Austria, AUT,1993,female,25-34 years,673654,8.02,25611,Boomers,7.00600004196167
1891,Austria, AUT,1993,female,15-24 years,529287,6.61,25611,Generation X,7.00600004196167
1892,Austria, AUT,1993,male,5-14 years,479134,1.25,25611,Millenials,7.00600004196167
1893,Austria, AUT,1993,female,5-14 years,454929,0.88,25611,Millenials,7.00600004196167
1894,Austria, AUT,1994,male,75+ years,145328,119.73,27274,G.I. Generation,7.00600004196167
1895,Austria, AUT,1994,male,55-74 years,646545,51.2,27274,Silent,7.00600004196167
1896,Austria, AUT,1994,male,35-54 years,1071436,40.32,27274,Boomers,7.00600004196167
1897,Austria, AUT,1994,male,25-34 years,711945,29.08,27274,Boomers,7.00600004196167
1898,Austria, AUT,1994,female,75+ years,335528,27.72,27274,G.I. Generation,7.00600004196167
1899,Austria, AUT,1994,male,15-24 years,525346,25.89,27274,Generation X,7.00600004196167
1900,Austria, AUT,1994,female,55-74 years,830130,17.95,27274,Silent,7.00600004196167
1901,Austria, AUT,1994,female,35-54 years,1064408,14.19,27274,Boomers,7.00600004196167
1902,Austria, AUT,1994,female,25-34 years,679708,8.53,27274,Boomers,7.00600004196167
1903,Austria, AUT,1994,female,15-24 years,510791,6.66,27274,Generation X,7.00600004196167
1904,Austria, AUT,1994,female,5-14 years,458807,1.31,27274,Millenials,7.00600004196167
1905,Austria, AUT,1994,male,5-14 years,482580,1.04,27274,Millenials,7.00600004196167
1906,Austria, AUT,1995,male,75+ years,147262,124.95,32237,G.I. Generation,7.00600004196167
1907,Austria, AUT,1995,male,55-74 years,670553,49.66,32237,Silent,7.00600004196167
1908,Austria, AUT,1995,male,35-54 years,1074328,40.68,32237,Boomers,7.00600004196167
1909,Austria, AUT,1995,male,25-34 years,707468,33.5,32237,Generation X,7.00600004196167
1910,Austria, AUT,1995,female,75+ years,341098,29.32,32237,G.I. Generation,7.00600004196167
1911,Austria, AUT,1995,male,15-24 years,509262,26.31,32237,Generation X,7.00600004196167
1912,Austria, AUT,1995,female,55-74 years,843210,16.72,32237,Silent,7.00600004196167
1913,Austria, AUT,1995,female,35-54 years,1065630,12.76,32237,Boomers,7.00600004196167
1914,Austria, AUT,1995,female,25-34 years,678262,8.7,32237,Generation X,7.00600004196167
1915,Austria, AUT,1995,female,15-24 years,495368,3.84,32237,Generation X,7.00600004196167
1916,Austria, AUT,1995,male,5-14 years,483644,1.65,32237,Millenials,7.00600004196167
1917,Austria, AUT,1995,female,5-14 years,460945,0.0,32237,Millenials,7.00600004196167
1918,Austria, AUT,1996,male,75+ years,151691,123.94,31660,G.I. Generation,7.00600004196167
1919,Austria, AUT,1996,male,55-74 years,690803,55.15,31660,Silent,7.00600004196167
1920,Austria, AUT,1996,male,35-54 years,1080848,41.82,31660,Boomers,7.00600004196167
1921,Austria, AUT,1996,female,75+ years,351514,31.86,31660,G.I. Generation,7.00600004196167
1922,Austria, AUT,1996,male,25-34 years,696869,29.13,31660,Generation X,7.00600004196167
1923,Austria, AUT,1996,male,15-24 years,498112,21.68,31660,Generation X,7.00600004196167
1924,Austria, AUT,1996,female,55-74 years,850049,14.82,31660,Silent,7.00600004196167
1925,Austria, AUT,1996,female,35-54 years,1070879,13.07,31660,Boomers,7.00600004196167
1926,Austria, AUT,1996,female,25-34 years,672341,7.88,31660,Generation X,7.00600004196167
1927,Austria, AUT,1996,female,15-24 years,485090,2.47,31660,Generation X,7.00600004196167
1928,Austria, AUT,1996,male,5-14 years,483799,0.83,31660,Millenials,7.00600004196167
1929,Austria, AUT,1996,female,5-14 years,461711,0.0,31660,Millenials,7.00600004196167
1930,Austria, AUT,1997,male,75+ years,156997,101.28,28325,G.I. Generation,7.00600004196167
1931,Austria, AUT,1997,male,55-74 years,704226,44.45,28325,Silent,7.00600004196167
1932,Austria, AUT,1997,male,35-54 years,1095317,34.6,28325,Boomers,7.00600004196167
1933,Austria, AUT,1997,male,25-34 years,682210,29.46,28325,Generation X,7.00600004196167
1934,Austria, AUT,1997,male,15-24 years,490385,24.67,28325,Generation X,7.00600004196167
1935,Austria, AUT,1997,female,75+ years,363002,22.86,28325,G.I. Generation,7.00600004196167
1936,Austria, AUT,1997,female,55-74 years,850056,15.41,28325,Silent,7.00600004196167
1937,Austria, AUT,1997,female,35-54 years,1084510,12.08,28325,Boomers,7.00600004196167
1938,Austria, AUT,1997,female,25-34 years,663325,7.24,28325,Generation X,7.00600004196167
1939,Austria, AUT,1997,female,15-24 years,477550,4.82,28325,Generation X,7.00600004196167
1940,Austria, AUT,1997,male,5-14 years,483890,0.41,28325,Millenials,7.00600004196167
1941,Austria, AUT,1997,female,5-14 years,461121,0.22,28325,Millenials,7.00600004196167
1942,Austria, AUT,1998,male,75+ years,162132,101.77,28972,G.I. Generation,7.00600004196167
1943,Austria, AUT,1998,male,55-74 years,714245,46.76,28972,Silent,7.00600004196167
1944,Austria, AUT,1998,male,35-54 years,1114719,36.51,28972,Boomers,7.00600004196167
1945,Austria, AUT,1998,male,25-34 years,663510,25.02,28972,Generation X,7.00600004196167
1946,Austria, AUT,1998,female,75+ years,374674,21.08,28972,G.I. Generation,7.00600004196167
1947,Austria, AUT,1998,male,15-24 years,486438,20.35,28972,Generation X,7.00600004196167
1948,Austria, AUT,1998,female,55-74 years,846818,13.7,28972,Silent,7.00600004196167
1949,Austria, AUT,1998,female,35-54 years,1103422,10.51,28972,Boomers,7.00600004196167
1950,Austria, AUT,1998,female,25-34 years,649694,6.93,28972,Generation X,7.00600004196167
1951,Austria, AUT,1998,female,15-24 years,472685,5.08,28972,Generation X,7.00600004196167
1952,Austria, AUT,1998,male,5-14 years,484321,1.24,28972,Millenials,7.00600004196167
1953,Austria, AUT,1998,female,5-14 years,460861,0.43,28972,Millenials,7.00600004196167
1954,Austria, AUT,1999,male,75+ years,167112,89.16,28722,G.I. Generation,7.00600004196167
1955,Austria, AUT,1999,male,55-74 years,725044,45.38,28722,Silent,7.00600004196167
1956,Austria, AUT,1999,male,35-54 years,1135873,33.98,28722,Boomers,7.00600004196167
1957,Austria, AUT,1999,female,75+ years,385369,28.03,28722,G.I. Generation,7.00600004196167
